name,rating,reviews,industry,location
Sansera Engineering,4.0,(1.4k),Auto Components,Bengaluru +28 other locations
Eaton,4.0,(1.4k),Electronics Manufacturing,Pune +22 other locations
J. Kumar Infraprojects,4.1,(1.4k),Engineering & Construction,Mumbai +41 other locations
TEKsystems,3.1,(1.4k),IT Services & Consulting,Bengaluru +18 other locations
Oracle Financial Services Software,3.3,(1.4k),Software Product,Bengaluru +22 other locations
AtkinsRealis,3.8,(1.4k),Engineering & Construction,Bengaluru +55 other locations
Unisys,3.4,(1.4k),IT Services & Consulting,Bengaluru +18 other locations
The Muthoot Group,3.6,(1.4k),Financial Services,New Delhi +310 other locations
IDC Technologies,3.1,(1.4k),IT Services & Consulting,Noida +66 other locations
EOSGlobe,3.0,(1.4k),BPO,Mumbai +29 other locations
Kantar,3.5,(1.4k),Analytics & KPO,Bengaluru +44 other locations
TÜV SÜD,4.0,(1.4k),"Testing, Inspection and Certification (TIC)",Bengaluru +134 other locations
FedEx Express,4.0,(1.4k),Logistics,Mumbai +94 other locations
Worley,4.1,(1.4k),Engineering & Construction,Mumbai +56 other locations
Aerial Telecom Solutions,4.2,(1.4k),Telecom,Sahibzada Ajit Singh Nagar +114 other locations
Citco,3.1,(1.4k),Management Consulting,Hyderabad +13 other locations
Sunknowledge Services,3.4,(1.4k),BPO,Kolkata +13 other locations
iMerit,3.2,(1.4k),IT Services & Consulting,Kolkata +22 other locations
Novo Nordisk,3.6,(1.4k),Pharma,Bengaluru +74 other locations
Rashmi Metaliks,3.1,(1.4k),Iron & Steel,Kharagpur +43 other locations
TCS iON,3.8,(1.4k),IT Services & Consulting,Hyderabad +113 other locations
Fino Payments Bank,3.8,(1.4k),Banking,Mumbai +275 other locations
Amity University,3.6,(1.4k),Education & Training,Noida +85 other locations
Sharekhan,3.7,(1.4k),Financial Services,Mumbai +114 other locations
Incedo,2.9,(1.4k),IT Services & Consulting,Gurugram +13 other locations
JSW Cement,4.1,(1.4k),Building Material,Mumbai +147 other locations
Paytm Payments Bank,3.8,(1.4k),Banking,Noida +136 other locations
INDIUM,3.9,(1.4k),IT Services & Consulting,Chennai +13 other locations
Bajaj Housing Finance,3.5,(1.4k),NBFC,Pune +166 other locations
Faurecia,3.9,(1.4k),Auto Components,Pune +28 other locations
Aforeserve,3.4,(1.4k),IT Services & Consulting,Mumbai +160 other locations
R Systems International,3.6,(1.4k),IT Services & Consulting,Noida +23 other locations
Bharat FIH,3.7,(1.4k),Electronics Manufacturing,Chennai +39 other locations
Sheenlac Paints,4.1,(1.4k),Chemicals,Chennai +163 other locations
The Ramco Cements,4.1,(1.4k),Building Material,Chennai +126 other locations
Iffco Tokio General Insurance Co.,3.8,(1.4k),Insurance,Gurugram +282 other locations
Burger King,3.9,(1.3k),Hospitality,New Delhi +112 other locations
Unichem Laboratories,3.7,(1.3k),Pharma,Ghaziabad +77 other locations
Aptara,3.1,(1.3k),Content Development,Noida +15 other locations
TE Connectivity,4.1,(1.3k),Electronics Manufacturing,Bengaluru +23 other locations
DEXIT Global,3.5,(1.3k),IT Services & Consulting,Mumbai +151 other locations
GE,4.1,(1.3k),Defence & Aerospace,Bengaluru +76 other locations
Grant Thornton,3.4,(1.3k),Accounting & Auditing,Bengaluru +59 other locations
Collabera Talent Solutions,3.5,(1.3k),Recruitment,Bengaluru +43 other locations
Brillio,3.3,(1.3k),IT Services & Consulting,Bengaluru +14 other locations
FDC,3.7,(1.3k),Pharma,Mumbai +129 other locations
Hindware Limited,3.9,(1.3k),Building Material,Hyderabad +133 other locations
CreditAccess Grameen,3.9,(1.3k),NBFC,Bengaluru +352 other locations
ZF Steering Gear,3.7,(1.3k),Auto Components,Hyderabad +36 other locations
JioMart,3.9,(1.3k),Retail,Mumbai +296 other locations
GEP Worldwide,3.6,(1.3k),IT Services & Consulting,Mumbai +17 other locations
Viraj Profiles,4.1,(1.3k),Iron & Steel,Mumbai +28 other locations
Hatsun Agro Product,3.8,(1.3k),Food Processing,Chennai +127 other locations
CenturyPly,3.8,(1.3k),Furniture & Furnishing,Kolkata +147 other locations
Decathlon,3.7,(1.3k),Retail,Bengaluru +71 other locations
ManpowerGroup,3.6,(1.3k),Recruitment,Bengaluru +151 other locations
Baroda Global Shared Services,3.9,(1.3k),BPO,Gandhinagar +182 other locations
Big Bazaar,4.4,(1.3k),Retail,New Delhi +158 other locations
RBL FinServe,3.9,(1.3k),Financial Services,Mumbai +367 other locations
Punjab National Bank,3.9,(1.3k),Banking,New Delhi +219 other locations
VIBGYOR Group of Schools,3.5,(1.3k),Education & Training,Bengaluru +37 other locations
Cinépolis,3.8,(1.3k),Media & Entertainment,New Delhi +61 other locations
More Supermarket,3.6,(1.3k),Retail,Bengaluru +164 other locations
Shubham Housing Development Finance,3.9,(1.3k),NBFC,New Delhi +160 other locations
Nippon Paint India,4.0,(1.3k),Chemicals,Chennai +163 other locations
Spicejet,3.2,(1.3k),Aviation,New Delhi +60 other locations
OM Logistics,3.9,(1.3k),Logistics,New Delhi +125 other locations
NetAmbit,4.0,(1.3k),BPO,Noida +158 other locations
Troikaa Pharmaceuticals,4.0,(1.3k),Pharma,Ahmedabad +106 other locations
Atul,3.9,(1.3k),Chemicals,Valsad +64 other locations
Astral Pipe,4.0,(1.3k),Building Material,Ahmedabad +144 other locations
Mondelez International,4.1,(1.3k),Food Processing,Mumbai +202 other locations
Fabindia,3.7,(1.3k),Retail,New Delhi +82 other locations
Ion Exchange India,3.7,(1.3k),Waste Management,Mumbai +128 other locations
SK Finance Limited,3.8,(1.3k),NBFC,Jaipur +275 other locations
ICICI Prudential Mutual Fund,3.9,(1.3k),Financial Services,Mumbai +170 other locations
Bluestock ™,4.5,(1.3k),FinTech,Pune +44 other locations
Luminous Power Technologies,4.1,(1.3k),Consumer Electronics & Appliances,Gurugram +134 other locations
Hindustan Construction Company,4.2,(1.3k),Engineering & Construction,Mumbai +93 other locations
Pantaloons,4.1,(1.3k),Retail,Mumbai +156 other locations
NxtWave,3.6,(1.3k),EdTech,Hyderabad +55 other locations
Globant,3.4,(1.3k),IT Services & Consulting,Pune +17 other locations
Royal Migration Solutions,4.9,(1.3k),Other,Dubai +12 other locations
OpenText Technologies,3.3,(1.3k),Software Product,Bengaluru +14 other locations
Centre for Development of Advanced Computing,3.7,(1.3k),IT Services & Consulting,Pune +42 other locations
Samsung Research,3.0,(1.3k),IT Services & Consulting,Bengaluru +21 other locations
Jakson Group,4.1,(1.3k),Power,Noida +103 other locations
T-Systems ICT India,3.7,(1.3k),IT Services & Consulting,Pune +17 other locations
Aarvee Associates,3.7,(1.3k),Engineering & Construction,Hyderabad +178 other locations
Apex Group,2.6,(1.3k),Financial Services,Pune +28 other locations
ANZ Banking Group,3.8,(1.3k),Banking,Bengaluru +17 other locations
Vestas,4.1,(1.3k),Power,Chennai +51 other locations
Sigma Electric Manufacturing Corporation,4.0,(1.3k),Industrial Machinery,Pune +24 other locations
Panasonic,4.0,(1.3k),Consumer Electronics & Appliances,Gurugram +124 other locations
Electronics Corporation of India Limited,4.2,(1.3k),Electronics Manufacturing,Hyderabad +57 other locations
Spandana Sphoorty Financial,3.8,(1.3k),NBFC,Hyderabad +364 other locations
AGS Transact Technologies,2.8,(1.3k),FinTech,Mumbai +123 other locations
Tenneco,3.6,(1.3k),Auto Components,Pune +45 other locations
Automotive Manufacturers,3.8,(1.3k),Automobile,Hyderabad +151 other locations
Godrej Consumer Products,4.0,(1.3k),FMCG,Mumbai +149 other locations
Fresenius Kabi,4.0,(1.3k),Pharma,Pune +66 other locations
Dell EMC,3.7,(1.3k),IT Services & Consulting,Bengaluru +53 other locations
SKF,4.0,(1.3k),Auto Components,Pune +72 other locations
Intertek,3.7,(1.2k),"Testing, Inspection and Certification (TIC)",New Delhi +118 other locations
PNC Infratech,3.8,(1.2k),Engineering & Construction,Agra +97 other locations
KIMS Hospital,3.8,(1.2k),Healthcare,Hyderabad +60 other locations
H.G. Infra Engineering,4.0,(1.2k),Engineering & Construction,Jaipur +99 other locations
iSON Xperiences,3.2,(1.2k),BPO,Chennai +43 other locations
Mu Sigma,2.5,(1.2k),Analytics & KPO,Bengaluru +16 other locations
Zoho,4.2,(1.2k),Software Product,Chennai +37 other locations
Prodapt,3.5,(1.2k),IT Services & Consulting,Chennai +16 other locations
Kalpataru Limited,4.1,(1.2k),Real Estate,Mumbai +84 other locations
Shriram Pistons & Rings,4.0,(1.2k),Auto Components,Bhiwadi +61 other locations
DP World,3.8,(1.2k),Logistics,Mumbai +84 other locations
Dassault Systemes,3.7,(1.2k),Software Product,Pune +13 other locations
Jindal X,3.5,(1.2k),BPO,New Delhi +22 other locations
AIIMS,4.2,(1.2k),Education & Training,New Delhi +77 other locations
Synchrony,4.3,(1.2k),Financial Services,Hyderabad +9 other locations
Oil And Natural Gas Corporation,4.3,(1.2k),Oil & Gas,Mumbai +84 other locations
Parexel International,3.8,(1.2k),Clinical Research,Hyderabad +25 other locations
Diageo,3.8,(1.2k),Beverage,Bengaluru +100 other locations
Colliers India,3.9,(1.2k),Real Estate,Bengaluru +50 other locations
Rupeek,4.1,(1.2k),FinTech,Bengaluru +56 other locations
Rockman Industries,3.8,(1.2k),Auto Components,Haridwar +41 other locations
DLF,4.0,(1.2k),Real Estate,Gurugram +35 other locations
Wind World,4.0,(1.2k),Power,Jaisalmer +85 other locations
Nielsen,3.1,(1.2k),Analytics & KPO,Bengaluru +75 other locations
Qualcomm,3.7,(1.2k),Semiconductors,Hyderabad +18 other locations
Indostar Capital Finance Limited,4.3,(1.2k),NBFC,Mumbai +332 other locations
JTEKT,4.1,(1.2k),Auto Components,Gurugram +30 other locations
Fidelity Investments,4.1,(1.2k),Financial Services,Bengaluru +19 other locations
EbixCash Limited,3.6,(1.2k),Software Product,Noida +86 other locations
Kirloskar Oil Engines,4.1,(1.2k),Industrial Machinery,Pune +109 other locations
DENSO,4.1,(1.2k),Auto Components,Gurugram +39 other locations
Best Sellers,4.1,(1.2k),Retail,Mumbai +92 other locations
ExcelR,3.6,(1.2k),Education & Training,Bengaluru +25 other locations
Fidelity National Financial,3.7,(1.2k),Financial Services,Bengaluru +16 other locations
Ahluwalia Contracts India,4.0,(1.2k),Engineering & Construction,New Delhi +55 other locations
PHN Technology,4.3,(1.2k),EdTech,Pune +32 other locations
ACG Worldwide,3.8,(1.2k),Pharma,Mumbai +32 other locations
Strides Pharma,3.8,(1.2k),Pharma,Bengaluru +43 other locations
JK Lakshmi Cement,3.7,(1.2k),Building Material,New Delhi +142 other locations
Genius HRTech,3.8,(1.2k),Recruitment,Kolkata +108 other locations
Intel,4.1,(1.2k),Semiconductors,Bengaluru +38 other locations
Leadec India,4.1,(1.2k),Facility Management Services,Pune +82 other locations
Baazar Retail Private Limited,4.5,(1.2k),Retail,Kolkata +110 other locations
Innova Solutions,3.3,(1.2k),IT Services & Consulting,Hyderabad +37 other locations
Federal Bank,3.6,(1.2k),Banking,Mumbai +156 other locations
Zetwerk,4.0,(1.2k),Industrial Machinery,Bengaluru +122 other locations
Sri Chaitanya Techno Schools,3.5,(1.2k),Education & Training,Bengaluru +171 other locations
PayPal,3.7,(1.2k),FinTech,Bengaluru +15 other locations
FOCUS EDUMATICS,2.9,(1.2k),EdTech,Coimbatore +35 other locations
Thyrocare Technologies,3.7,(1.2k),Healthcare,Mumbai +77 other locations
Electronica Finance,4.1,(1.2k),NBFC,Pune +174 other locations
HFCL Limited,3.8,(1.2k),Telecom,Hyderabad +112 other locations
Salesforce,3.9,(1.2k),Software Product,Hyderabad +41 other locations
Meril,3.6,(1.2k),Medical Equipment,Vapi +84 other locations
Prism Johnson,3.7,(1.2k),Building Material,Mumbai +147 other locations
Aptiv,3.4,(1.2k),Auto Components,Bengaluru +26 other locations
Indira IVF Hospital,3.9,(1.2k),Healthcare,Mumbai +105 other locations
Aparna Constructions and Estates,3.9,(1.2k),Real Estate,Hyderabad +22 other locations
The Jaypee Group,3.8,(1.2k),Engineering & Construction,Noida +108 other locations
Apollo Health and Lifestyle Limited,4.3,(1.2k),Healthcare,Hyderabad +95 other locations
Barclays Shared Services,3.8,(1.2k),Financial Services,Chennai +17 other locations
Schaeffler India,4.0,(1.2k),Auto Components,Vadodara +28 other locations
Podar International School,4.0,(1.2k),Education & Training,Mumbai +125 other locations
Balkrishna Industries,4.0,(1.2k),Auto Components,Bhuj +35 other locations
Birla Corporation,4.0,(1.2k),Building Material,Satna +146 other locations
MDIndia Health Insurance TPA,3.6,(1.2k),Insurance,Pune +94 other locations
Ocwen Financial Solutions,3.8,(1.2k),Financial Services,Bengaluru +9 other locations
London Stock Exchange Group,3.6,(1.2k),Financial Services,Bengaluru +11 other locations
Coca-Cola Company,4.0,(1.2k),Beverage,Bengaluru +208 other locations
Johnson Lifts,3.9,(1.2k),Industrial Machinery,Chennai +75 other locations
Nilkamal,3.7,(1.2k),Furniture & Furnishing,Mumbai +113 other locations
Imperial Auto Industries,3.8,(1.1k),Auto Components,Faridabad +37 other locations
Edelweiss,3.6,(1.1k),Financial Services,Mumbai +114 other locations
Dishtv,3.4,(1.1k),Broadcasting,Noida +151 other locations
Dhoot Transmission,3.7,(1.1k),Auto Components,Chhatrapati Sambhajinagar +43 other locations
Biocon Biologics,3.7,(1.1k),Biotechnology,Bengaluru +27 other locations
CaratLane - A Tata Product,4.0,(1.1k),Jewellery,Chennai +87 other locations
Motilal Oswal Home Finance,4.3,(1.1k),NBFC,Mumbai +130 other locations
Deccan Fine Chemicals,3.6,(1.1k),Agro Chemicals,Tuni +31 other locations
Edelweiss Life Insurance,3.7,(1.1k),Insurance,Mumbai +124 other locations
Bajaj Motors,3.9,(1.1k),Auto Components,Gurugram +92 other locations
Kohler,3.7,(1.1k),Building Material,Pune +52 other locations
IIFL Home Finance,3.8,(1.1k),NBFC,Gurugram +266 other locations
INDO-MIM,4.0,(1.1k),Metals & Mining,Bengaluru +35 other locations
Stanza Living,3.3,(1.1k),Internet,Bengaluru +37 other locations
Jacobs Engineering Group,4.2,(1.1k),Engineering & Construction,Mumbai +42 other locations
Piaggio,3.6,(1.1k),Automobile,Pune +85 other locations
Barbeque Nation,3.9,(1.1k),Hospitality,Bengaluru +83 other locations
Onward Technologies Inc,2.8,(1.1k),IT Services & Consulting,Pune +64 other locations
Navitasys India,4.1,(1.1k),Electronics Manufacturing,Bawal +28 other locations
Jabil Circuit India,4.0,(1.1k),Electronics Manufacturing,Pune +30 other locations
Unicharm,3.9,(1.1k),FMCG,Gurugram +194 other locations
Advantmed,4.1,(1.1k),Healthcare,Ahmedabad +16 other locations
Asirvad Microfinance,3.8,(1.1k),NBFC,Chennai +322 other locations
Wonder Home Finance,4.6,(1.1k),NBFC,Jaipur +120 other locations
Air India Sats Airport Services,3.5,(1.1k),Aviation,New Delhi +46 other locations
TK Elevator,3.8,(1.1k),Industrial Machinery,Pune +80 other locations
MG Motor,3.8,(1.1k),Automobile,Vadodara +102 other locations
V2 Retail,3.3,(1.1k),Retail,New Delhi +137 other locations
Wistron,4.0,(1.1k),Electronics Manufacturing,Bengaluru +22 other locations
MAHLE ANAND Filter Systems,3.9,(1.1k),Auto Components,Pune +40 other locations
Sundaram Finance,3.9,(1.1k),NBFC,Chennai +252 other locations
Hyundai Mobis,3.6,(1.1k),Auto Components,Chennai +47 other locations
Svatantra Microfin,3.9,(1.1k),NBFC,Mumbai +341 other locations
Zydus Wellness,4.1,(1.1k),FMCG,Ahmedabad +130 other locations
TÜV NORD,3.7,(1.1k),"Testing, Inspection and Certification (TIC)",Pune +92 other locations
Kirloskar Brothers,3.7,(1.1k),Industrial Machinery,Pune +74 other locations
ICON Plc,4.0,(1.1k),Clinical Research,Chennai +23 other locations
One Point One Solutions Ltd.,3.5,(1.1k),BPO,Bengaluru +18 other locations
Sri Chaitanya Educational Institutions,3.6,(1.1k),Education & Training,Hyderabad +102 other locations
Hikal,3.8,(1.1k),Pharma,Bengaluru +23 other locations
Tube Investments of India,3.8,(1.1k),Engineering & Construction,Chennai +65 other locations
VMware Software,4.4,(1.1k),Software Product,Bengaluru +17 other locations
Syngenta,4.2,(1.1k),Agriculture,Pune +174 other locations
Godrej Agrovet,3.9,(1.1k),Agriculture,Mumbai +146 other locations
Knorr-Bremse,3.3,(1.1k),Auto Components,Pune +33 other locations
Saipem,4.2,(1.1k),Engineering & Construction,Chennai +42 other locations
Vedanta Aluminium,3.8,(1.1k),Metals & Mining,Jharsuguda +46 other locations
Unity Small Finance Bank,3.6,(1.1k),Banking,Mumbai +149 other locations
CALIBEHR,3.9,(1.1k),IT Services & Consulting,Mumbai +184 other locations
Aarvi Encon,3.9,(1.1k),Recruitment,Mumbai +132 other locations
Northcorp Software,4.9,(1.1k),IT Services & Consulting,Gurugram +7 other locations
HPCL-Mittal Energy Limited,4.3,(1.1k),Petrochemicals,Bathinda +29 other locations
Tata Capital Housing Finance,4.0,(1.1k),NBFC,Mumbai +171 other locations
Gmmco,4.1,(1.1k),Industrial Machinery,Chennai +90 other locations
Adani Ports and SEZ,3.6,(1.1k),Ports & Shipping,Mundra +60 other locations
Hinduja Housing Finance,3.7,(1.1k),NBFC,New Delhi +216 other locations
Vayona Energy,4.0,(1.1k),Power,Bengaluru +68 other locations
TKIL,4.1,(1.1k),Industrial Machinery,Pune +67 other locations
Xyz Company,3.8,(1.1k),Financial Services,Bengaluru +90 other locations
GAIL,4.4,(1.1k),Oil & Gas,New Delhi +104 other locations
Metropolis Healthcare,3.9,(1.1k),Healthcare,Mumbai +104 other locations
Power Grid Corporation of India,4.3,(1.1k),Power,Gurugram +235 other locations
Pernod Ricard,3.5,(1.1k),Beverage,Gurugram +121 other locations
Jet Airways,4.6,(1.1k),Aviation,Mumbai +44 other locations
Thermo Fisher Scientific,3.8,(1.1k),Biotechnology,Bengaluru +36 other locations
Innodata India Private Limited,3.6,(1.1k),IT Services & Consulting,Noida +23 other locations
SLMG Beverages,3.9,(1.1k),Beverage,Lucknow +97 other locations
Dana Anand,4.0,(1.1k),Auto Components,Pune +49 other locations
Bajaj Capital Insurance Broking Limited,4.4,(1.1k),Insurance,New Delhi +141 other locations
Aspire Systems,3.8,(1.1k),IT Services & Consulting,Chennai +23 other locations
Nexa,3.9,(1.1k),Automobile,New Delhi +216 other locations
Fractal Analytics,4.0,(1.1k),Analytics & KPO,Bengaluru +19 other locations
Hitachi Energy,4.0,(1.1k),Power,Chennai +39 other locations
Klm Axiva Finvest,4.4,(1.1k),NBFC,Bengaluru +158 other locations
Amazon Sellers Services,4.0,(1.1k),Internet,Bengaluru +68 other locations
Hindustan Zinc,3.7,(1.1k),Metals & Mining,Udaipur +37 other locations
Greenko Group,3.9,(1.1k),Power,Hyderabad +83 other locations
QX Global Group,3.1,(1.1k),BPO,Ahmedabad +19 other locations
Zf Rane Automotive,3.9,(1.1k),Auto Components,Chennai +50 other locations
Malabar Gold and Diamonds,4.1,(1.1k),Jewellery,Hyderabad +132 other locations
Birla Opus,4.0,(1.1k),Chemicals,Mumbai +281 other locations
Crompton Greaves Consumer Electricals,3.7,(1.1k),Consumer Electronics & Appliances,Mumbai +110 other locations
GlobalData,3.3,(1k),Analytics & KPO,Hyderabad +22 other locations
Bharat Sanchar Nigam,3.9,(1k),Telecom,Bengaluru +240 other locations
Vertiv,3.8,(1k),Electronics Manufacturing,Pune +54 other locations
Encora,3.3,(1k),IT Services & Consulting,Bengaluru +19 other locations
Netcracker Technology,3.0,(1k),IT Services & Consulting,Hyderabad +12 other locations
Spencer's Retail,3.8,(1k),Retail,Kolkata +63 other locations
Gharda Chemicals Limited,4.0,(1k),Agro Chemicals,Mumbai +73 other locations
Shyam Steel Group,3.5,(1k),Iron & Steel,Kolkata +87 other locations
Wheels,3.9,(1k),Auto Components,Chennai +47 other locations
Nippon Life India Asset Management,4.6,(1k),Financial Services,Mumbai +189 other locations
BirlaNu,3.8,(1k),Building Material,Hyderabad +110 other locations
Otis Elevator,4.1,(1k),Industrial Machinery,Bengaluru +71 other locations
ValueMomentum,3.2,(1k),IT Services & Consulting,Hyderabad +11 other locations
GVPR Engineers,3.8,(1k),Engineering & Construction,Hyderabad +94 other locations
Lakshmi Machine Works,3.8,(1k),Industrial Machinery,Coimbatore +30 other locations
Uber,4.1,(1k),Internet,Hyderabad +52 other locations
Kinara Capital,4.2,(1k),NBFC,Bengaluru +115 other locations
IB Group,3.7,(1k),Food Processing,Rajnandgaon +153 other locations
ALLEN Career Institute,3.7,(1k),Education & Training,Kota +73 other locations
Atlas Copco,4.1,(1k),Industrial Machinery,Pune +60 other locations
Hitachi Payment Services,3.6,(1k),FinTech,Mumbai +89 other locations
NBC Bearings,3.9,(1k),Auto Components,Jaipur +28 other locations
Ceasefire Industries,3.1,(1k),Industrial Machinery,New Delhi +76 other locations
Allianz Technology,4.0,(1k),IT Services & Consulting,Pune +14 other locations
Amara Raja Group,4.1,(1k),Auto Components,Tirupati +80 other locations
iQor Global Services,3.3,(1k),BPO,Noida +50 other locations
SitusAMC,3.3,(1k),Financial Services,Bengaluru +19 other locations
Syrma SGS Technologies,4.0,(1k),Electronics Manufacturing,Chennai +23 other locations
Vistaar Finance,3.9,(1k),NBFC,Bengaluru +203 other locations
Suzuki Motorcycle,4.0,(1k),Automobile,Gurugram +120 other locations
Tata Cummins,4.4,(1k),Auto Components,Jamshedpur +45 other locations
BDR Pharmaceuticals International,4.1,(1k),Pharma,Vadodara +29 other locations
Secure Meters,3.9,(1k),Electronics Manufacturing,Udaipur +74 other locations
Visionet Systems,3.3,(1k),IT Services & Consulting,Bengaluru +17 other locations
Fortrea Development India Private Limited,3.9,(1k),Clinical Research,Bengaluru +11 other locations
MakeMyTrip,3.4,(1k),Travel & Tourism,Gurugram +46 other locations
Sahara India Pariwar,3.8,(1k),Broadcasting,Lucknow +245 other locations
Perfetti Van Melle,4.2,(1k),FMCG,Gurugram +163 other locations
Temenos,3.2,(1k),Software Product,Chennai +11 other locations
United Breweries,3.3,(1k),Beverage,Bengaluru +107 other locations
Incheon Motors,4.7,(1k),Automobile,Kochi +16 other locations
Thomas Cook,4.0,(1k),Travel & Tourism,Mumbai +80 other locations
Siemens Energy,4.1,(1k),Power,Pune +51 other locations
Lemon Tree Hotels,4.0,(1k),Hospitality,New Delhi +80 other locations
Bounteous x Accolite,3.2,(1k),IT Services & Consulting,Bengaluru +15 other locations
Colgate Palmolive,3.9,(1k),FMCG,Mumbai +121 other locations
Skipper,3.9,(1k),Industrial Machinery,Kolkata +93 other locations
Westside,3.7,(1k),Retail,Mumbai +109 other locations
MasterCard,3.8,(1k),FinTech,Pune +16 other locations
TradeIndia (Infocom Network Private Limited),3.4,(1k),Internet,New Delhi +42 other locations
Aparajitha Corporate Services,3.8,(1k),Legal,Madurai +98 other locations
Pristyn Care,3.1,(1k),Internet,Gurugram +34 other locations
Vaco Binary Semantics,3.1,(1k),IT Services & Consulting,Gurugram +49 other locations
Comviva Technology,2.8,(1k),Software Product,Gurugram +19 other locations
eClinicalWorks,3.6,(1k),Software Product,Mumbai +20 other locations
Skoda Auto Volkswagen India,4.0,(1k),Automobile,Pune +49 other locations
Arohan Financial Services,3.9,(1k),NBFC,Kolkata +237 other locations
AstraZeneca,3.9,(1k),Pharma,Chennai +49 other locations
SYSKA LED Lights,2.9,(1k),Consumer Electronics & Appliances,Pune +154 other locations
Cult.fit,3.5,(1k),Fitness & Wellness,Bengaluru +42 other locations
Merino Industries,3.7,(1k),Building Material,New Delhi +82 other locations
Star Cement,4.0,(1k),Building Material,Guwahati +79 other locations
Mastek,3.6,(1k),IT Services & Consulting,Mumbai +23 other locations
Collins Aerospace,3.8,(1k),Defence & Aerospace,Bengaluru +12 other locations
CarDekho Group,3.6,(1k),Internet,Gurugram +81 other locations
Amazon Web Services,3.8,(999),IT Services & Consulting,Bengaluru +62 other locations
Motherson Sumi Wiring,3.7,(1k),Electrical Equipment,Noida +43 other locations
Mahindra Automotives,3.8,(997),Automobile,Pune +132 other locations
C&S Electric,3.9,(994),Electrical Equipment,Noida +58 other locations
Tiger Analytics,3.7,(994),IT Services & Consulting,Bengaluru +17 other locations
Xebia,3.0,(996),IT Services & Consulting,Gurugram +23 other locations
Lumina Datamatics,3.1,(992),IT Services & Consulting,Mumbai +20 other locations
Rebel Foods,3.7,(992),Hospitality,Mumbai +79 other locations
JW Marriott,4.2,(992),Hospitality,Mumbai +43 other locations
Everest Industries,3.9,(992),Building Material,Mumbai +98 other locations
Wonder Cement,4.2,(990),Building Material,Nimbahera +112 other locations
Entain,3.6,(988),IT Services & Consulting,Hyderabad +13 other locations
Quantiphi Analytics Solutions Private Limited,3.1,(989),IT Services & Consulting,Bengaluru +18 other locations
Softenger,4.0,(987),IT Services & Consulting,Pune +32 other locations
VeeTechnologies,3.9,(986),IT Services & Consulting,Bengaluru +41 other locations
National Payments Corporation of India,4.0,(985),FinTech,Mumbai +11 other locations
Pizza Hut,4.0,(984),Hospitality,New Delhi +128 other locations
Lowe's,4.0,(984),Retail,Bengaluru +9 other locations
General Mills,4.1,(983),Food Processing,Mumbai +54 other locations
J B Chemicals And Pharmaceuticals,3.9,(983),Pharma,Mumbai +96 other locations
Capacit'e Infraprojects,3.7,(983),Engineering & Construction,Mumbai +35 other locations
Natco Pharma,3.9,(983),Pharma,Hyderabad +66 other locations
JSW Group,3.8,(983),Iron & Steel,Mumbai +98 other locations
Barclays Global Service Centre,3.9,(981),IT Services & Consulting,Pune +13 other locations
Technip Energies,4.0,(981),Engineering & Construction,Noida +42 other locations
TechnipFMC,3.9,(979),Engineering & Construction,Hyderabad +43 other locations
Yokohama Off-Highway Tires,3.7,(979),Auto Components,Bharuch +38 other locations
Jyothy Labs,4.0,(978),FMCG,Mumbai +197 other locations
VIP Industries,3.7,(976),Retail,Mumbai +96 other locations
Salcomp Manufacturing,4.0,(979),Electronics Manufacturing,Chennai +28 other locations
Guidehouse,3.6,(976),Management Consulting,Chennai +19 other locations
Marsh McLennan,3.8,(975),Management Consulting,Mumbai +24 other locations
Napino Auto & Electronics,3.8,(976),Auto Components,Gurugram +25 other locations
Hiranandani Financial Services,4.4,(974),NBFC,Mumbai +136 other locations
Pricol,3.9,(973),Auto Components,Coimbatore +34 other locations
Financial Software & Systems,3.7,(972),Software Product,Chennai +35 other locations
Altisource,3.5,(971),Real Estate,Bengaluru +9 other locations
KEI Industries,4.2,(971),Electrical Equipment,New Delhi +109 other locations
Kendriya Vidyalaya Sangathan,4.3,(970),Education & Training,New Delhi +233 other locations
Psp Projects,3.8,(970),Engineering & Construction,Ahmedabad +56 other locations
LOREAL,3.8,(970),Beauty & Personal Care,Mumbai +99 other locations
Shriram General Insurance,3.6,(969),Insurance,Jaipur +201 other locations
Astral Adhesives,3.9,(966),Chemicals,Ahmedabad +163 other locations
Pramerica Life Insurance,3.7,(963),Insurance,Gurugram +126 other locations
Defence Research & Development Organisation,4.4,(961),Defence & Aerospace,Hyderabad +59 other locations
Gannon Dunkerley & Co.,3.3,(960),Engineering & Construction,Kolkata +81 other locations
ICCS,3.0,(960),BPO,Noida +32 other locations
Adani Enterprises,3.6,(958),Metals & Mining,Ahmedabad +76 other locations
Jaro Education,3.2,(958),Education & Training,Mumbai +24 other locations
Xceedance,3.5,(956),IT Services & Consulting,Gurugram +14 other locations
JSW Paints,3.8,(956),Chemicals,Mumbai +172 other locations
Mando Automotive,4.0,(955),Auto Components,Chennai +21 other locations
Signify,3.4,(954),Consumer Electronics & Appliances,Bengaluru +85 other locations
Nasser S. Al Hajri Corporation,3.6,(955),Engineering & Construction,Chennai +55 other locations
Amphenol Interconnect,4.2,(954),Electrical Equipment,Pune +19 other locations
Cohance Lifesciences,3.8,(952),Pharma,Hyderabad +25 other locations
SFO Technologies,3.4,(952),Electronics Manufacturing,Bengaluru +16 other locations
